label,text
1,"@tommcfly tom, i need you here in brazil! when you come again? i heard that you're back in october, is true?  Xx"
1,@RockOfAges do u know when exactly in the show tonight that ROA will be performing? I can't wait. Go ROA&amp;Go Constantine 
1,@SSjUmi yes thats always freaking hot  but now it's something different: http://bit.ly/T4dWR
1,"I'm off to bed, been a long day! sweet dreams "
0,"im actually so scared of walking to work atm, its horrible  that rapist is sick and needs to be caught!"
1,http://twitpic.com/6qliy - dinner - the bf cooked tonight! yippee 
0,@thekiddaytona OMG dont give me that!! i tweeted u and texted u i was in town and u ignored me  no wuv for me
0,@jenthegingerkid oh no. makes me shake like a crack head 
0,@bohemiangeek @sciencegoddess no cup holder  But that would be a great addition. In the mean time you use the armrest I guess. 
1,Getting some stuff then going home and taking a shower get all this stank off me 
0,I'm sorry but I really don't find it amusing when someone makes a &quot;hilariously funny&quot; allegory about rape. Time 2 get offline methinks. 
1,"@NicholeAudrey More like a peeping Jane.  Sokay, sometimes ya just got nuttin' to say."
1,Herb-crusted grilled fish with garlic-parmesan potatoes  YUMMAAAY Can't wait to dig in!
0,airwillson: got the flu  ...prime example of vulnerability http://bit.ly/2hDvwY
1,Sunny again tomorrow... how exciting! 
0,@mvnz me either. not much. in fact idk if ill even be able to let you pay me at all :S i dont know how good i am at design anymore 
0,@dorkierthanyou i tried to click the link but it dones't like me 
1,@Nickman611 i think the dude asked me if i wanted to test drive yesterday b/c he KNEW i'd fall in love with the Jeep. Bastards! 
0,thats unfair 
0,2 more hours. Blah blah blah. :/ Radio switched to the rap. 
1,...to have the world! 
0,@riskybizness lol i tried to get ur style for my b day but she did it wrong  lol i had to take dat dowb wit da quickness!
0,@Vain_Fame nooo!  u did it!
0,"@casual_intruder I know miss cod u told me, am still waiting for the drunken ass partially nude pics "
1,@whitsundays hehehe good for you  you'd be surprised at the TMI stuff I get told everyday ;)
0,i refuse to watch conan. i miss jay  is he even being funny?
1,spymaster is a waiting game isnt it?  u just keep on waiting.
1,Headed to the flower shop with Mom. 
0,Just arrived at the gym and ALL I can think about is chocolate cake. Damnit! Bad Katherine! 
1,"@JaqStone besides, puppy breaks, and kitty breaks are fun!  even if it's just for 2 minutes"
1,It took me about a year after to watch the first Twilight..But not for &quot;New Moon&quot; Booyah! 
1,who are some good people to follow?? any ideas anyone?? 
1,#followfridays @gfalcone601 @frankiethesats @ junkfoodtees @bjblyth @Louu_      cool people 
1,@AlexRevirell hehehe...me too 
1,Having a break from coursework 
0,@rachell16 i dun like david archie 
1,"is pretty damned impressed with Denny's corporate Twitter stream, @Dennysallnightr (and @dennysgrandslam AND @dennysgalveston "
0,@Little_Ren I have two Chemistry papers on the Wednesday as well... I'm revising that atm... But U should probably do Hizzo instead. 
0,@thelele OMG F U! That's so pretty 
1,@Barney21 i'm having a drink with dinner .. and its Tuesday .. normally i don't but today - iam  .. hope your day is a good one
1,@chelpixie no she doesnt....just having a rough day. Just give Firefox some breathing space and will be fine 
1,@ArunBasilLal hihi *cheers* #coffeeclub 
1,@rickyli99: ooo yeah we getting some of that over here 2 
1,"on the way home...  i had a great night, "
0,@shortyyyy NO!  Did you get to see it? They came to one of the theatres here too!
0,"okay windows 7, i know my sound card is ancient, but jeezus.... linux can figure it out, so should you!! "
1,"@CoachDeb Yeah, it's usually not too big a stretch. "
0,Need to sleep... gotta get up in 5hrs...  Good night everybody!!!
0,"@RachelHawley If its a 15, they won't let me do it "
1,@Audio_Rush yeah i should go to bed soon  it's 2:23am  you dont have class?
0,@G_GMoney17 -- hey babez! I need to be there like yesterday.  How are U?
1,It makes me giggle when advisors text 
1,"@nimbupani Divya, thnx a lot. Bt IMO it won't resolve the renaming prob? Let me know.  Now if only #apple would act upon my feedback."
0,@grex78 I know &amp; I don't have them 
1,@DarleneOuimet It's a fun process &amp; it gets me away from the computer BUT is becoming a BIGGER job than intended... as always 
1,@jonesieboy Congratulations   Enjoy!!
0,"has so many things to move out. I need someone to drive my car. I have no professional license, yet.  http://plurk.com/p/z0jwy"
1,quick note...i'm starting to like Metro Station..not bad or is it.  Nightxx
1,happy Victoria Day to all you Canadians. And happy &quot;you get a raise&quot; day to the assistant! 
1,@QolourBliss Mmmmm... you reminded me about 'em. Fish 'n' chips *day dreaming* Might have to get a portion today... for lunch. 
1,Had to pause Intervention when my job counselor got here I think she's a former addict. My appointment's over I guess I'll try to sleep. 
1,@LOVEandPEACE001 http://bit.ly/108rNE  too funny! Watch it sometime 
0,@theother66 there are a lot in Adelaide that have the handbrake on - it upsets me at times 
0,@myers41 it's horrible!!!  http://tinyurl.com/yq2hoc http://bit.ly/In2Oq http://bit.ly/752NI http://tinyurl.com/pdeyqp
1,@the_apostate ellos lovely 
1,@Shan_grey i like 29 it looks cool 
0,the Sims 3 needs to be for ps3. 
0,@MargauxxB we havent had one in ages @adamficek please. 
0,Geez out the precint now gotta sit on my ass for another Billi hrs at the E.R  I juss wanna sleep
1,@MarkFromHawaii good night - sweet dreams 
1,@PattinsonFreak  I think I'm getting TOO obsessed :\ - is it a bad thing?
0,"@MommyMelee fantastic!  i took my macbook out there, thinking the sunset would be my muse this evening...  had no signal.  "
1,"@theladyisugly Good morning, it's 10:09 here and I am _not_ awake. (I'm just pretending.  )"
1,"@Dannigyrl He's included in that blog made on MySpace about ya'll!  I love creativity, positive minds, love and support!"
1,Just came back from HM movie 
1,I want a orange soda. to come out of my faucet  - cos I love orange soda. and that is not to be taken in a... http://tumblr.com/xkx1z4ngq
0,"@Tina0505 GAH! I need to get my hands on a copy, no idea of what's happened, Uni blocking me at every corner! "
0,@CynthiaBuroughs Morning honey. i sure do hope that migraine goes away fast.. i dont like it when ur hurtin  hugs!
1,@IrishMel21 Me too!! I'm still trying to decipher one more piece though. 
0,getting ready for work :-/ 7 - 11 is looking like hell for me .. hwever i shall focus on the money . as i am extremely skint ..   eurgh
0,@Svillebaby23 that truee haha! i knoww  im sure u can
0,"@Peter_Adams I know, I knew that beforehand but i'm throwing it out there again. Tina Sloan kinda hinted.I just dont want Nat to go away. "
0,"@Street3 good... but I have to go to work today  Oh well... only 6 more months, then no more saturdays!! w00t!!!"
0,@Veronicah86 oh oh.. Whats wrong I'm getting the one liner answers.. 
1,@SuzyDaFloozy LOL at twat ... never doubt my English again LOL - I who don't speak it 
0,GoodMorning... Argg too early for me 
0,trying to think of a few video ideas while im studying.. haha not really working out  anybody have any ideas for me? 
1,@fulfillddestiny  Great! Thank you 
1,"@MANDAMILMO Hi, Glad to see you are following me.I started following you b/c I am a RPh and us pharmacy people gotta stick together, LOL "
1,@joliechose you just have to ask     &lt;3333
1,@souldesign1 so far only we are the only ones 2 do the b&amp;p inspection.  Onto our MB to try speed things up 
1,"I am sleepy but I am waiting for people to tweet. Hello, @ddlovato and @DavidArchie ! "
1,"http://twitpic.com/38z4y P!ATD and FOB fans! check out my pics heaps of pics, collages + stuff, good desktops!  scroll thru em."
0,@CalelikePale agreed...  I hate it 
1,@reddywriting Steven Wright is hysterical! 
1,woOoOoh....tomorrow is my first day being a senior! 
1,@DonnieWahlberg haha nice =]. Cant wait to see you August 10th first time ever!!  xoxo
1,"Going to bed, chillen with shaw 2m and tie dying shirts!  goodnight."
1,@I_Support_DemiL ok. Good. 
0,"@AnnHawkins Blossom? Well my little Petunia, I have been waiting 2 days for tapes delivery. Can't go out until they arrive. "
0,Hey guys. Just had a well long bath lol. Is anyone elses MSN playing up? 
1,@ROD_ONE Thank you 
0,saaaad face 
0,@bobbyllew Mean! Just drove past &amp; all the roadsigns are up - so sad I'm not going 
1,@caseyore oh yikes! I know what that means for me then! 
0,"@dear_itskatie oh okay, wait, Lindseys dad is in the er "
0,@tymusic They have won their first seat in burnley though 
1,Hell yea i'm on a serious power trip right now! Beautiful morning  grabbing some starbucks
1,@cheth come back soon 
1,@muttnik Us Artist's are highly trained for such intelligence 
1,@tweenkle77 i will be the opposite to 'one of them'...I'll drive them crazy in other ways!! woot woot 
0,"@kyoungblood6971 Pshhh, I wouldn't call you predictable.  You always put yourself down.   STOP DAT, WOMAN!"
0,Ughh.. Its too freaking early! I need more sleep. 
1,on that note.....am spending the day with my grandson's.....will be back later tonight.....see you all later.....have a great day 
0,@veddersgirl Will start tonight. Bored. Tired of waiting on Darkward. I am breaking up with him 
0,"@ShelbyCasanova I think Twitpic hates you, it's still not working "
1,i love that taylor lives on a lake like me 
0,I feel really bad. Ive spent no time with my family tonight. 
1,@princessleah515 So true - its half-hearted dementia with a side of psychosis - wanna play a game? 
1,Waiting on my beautiful bride and CoolCat to get home from a movie.    // cool http://gykd.net
0,I hate slow laptops at work  speshly when it's my job to make them quicker. http://twitpic.com/5f46f: I hate s.. http://tinyurl.com/p8ws92
0,"@FeriaSpicePower However, I am not very chuffed that I cannot make it tomorrow for drinks!  Booooooooo"
0,"@mandeev I can't go today.  Give them my love, I'll see you guys soon.  Ily!"
1,@s_soliloquy Cool. I'm inside. 
1,"@mzzyun haha, good morning, and it KINDA is, if the bossman lets us go a little early that'll be cool but I'm not holding my breath "
1,"alright that was fun, just took marley on a quick run "
0,I want to go home :| 
1,"Hey, Everybody! How's everybody doing? "
1,"Eating early dinner in front of my @DavidArchie poster. @marjorielu, what are you doing? "
1,"@LaurenGent you have to go to Twitpic.com and upload an image there, it will pop up in your twitter feed "
0,@kum72 @viveksingh  Ooopsie! guess my work has taken away the fun from my life!
1,"Reached office again, back to work after gap of 4 days! Will not work for entire day and will be back home in couple of hours. "
0,@SensualStories wow... such a difficult time for your family.  
0,@PembsDave you're not bloody wrong. Still 15 minutes to go before I even get stuck in the rush hour traffic tho 
1,@beckyhope lol yeahh &lt;3 hope im better  got britney on thursdayyy too  INSANE!
1,@arancinibaby  and nail polish etc etc *roll eyes*
1,@FaithfulChosen i'm also in the netherlands 
1,"@valagnew hed just see it and be like wait a minute, is that my drawing? Ha ha its not a half bad idea actually "
1,@reeseybaby I told u I stay on twitter hahaha 
1,"I'll be watching the lake house at ten. So if I disappear, you know where I'm off to. "
1,@thelovingkind well thank you  im bout to watch Sabrina online i watched My Best Friends Wedding last night instead with the roommate
1,@janabelle_xo I remember that 
1,"@ptolemyalexande oooh!  i like architects. i'm in the opposite direction. #alaska here, and i work in the HIV/AIDS field"
1,@avjaysonav I live right by Tom!! Maybe I'll see you walking to his through my window.. maybe not lol 
1,@joshtastic1 okies we will give it a go.dont tell him.lol 
1,Still drinking and I got school tomorrow at 8... Oooops 
1,"@DavidArchie the cats are annyoing, so u didn't get some rest? xoxo "
1,@Fawaz_ How are you? 
0,@MeMo07 I'm sure you'll do fine! I'm sorry he has a fever!  I hope he feels better soon!
1,@glorificus5884 LOL I know going to bed before 10 pm. I feel so old. Have a great night 
1,@solessence Hahaha....a shirt? Ugh....fine....but pants?  Never!!! 
0,@dmbdork I want you to feel better 
1,I want Danny to tweet something. 
1,I heart Midnight Commander. I still use it as my primary file manager on my FreeBSD machines and Macs 
1,@JohnLloydTaylor good luck. Mannnn I love yous 
1,Back - did you miss me lol or didn't you notice the quiet 
0,i wanna go taylor swift concert in wembley!!!!! and miley in NEC but i cant afford miley 
0,"@MCRIsAPleasure i'll never let them hurt you , not tonight "
1,"@DiscoverNicole no problemo  i'm glad I found it tbh, if i didn't, I still wouldn't of heard it now lol "
1,@vinsharma His wife Ramola Bachchan is/was a well known socialite! 
1,@itstayloryall i lve jesus and you too. k bye 
1,@JM_Anna be happy that it was just 1/2 hour. We have it here for 1 hour and they are all weird too 
1,Twilight Is such a romantic movie  I love it
1,@shinobininja Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
1,@rinaz your page is loading fine 
0,Should I be pointing Twhirl at FF? How would I communicate if I did that?? I don't want to have to maintain 2 windows 
1,i love my family &amp; friends bless them all i've got to write a lot of thankyou letters now  x
0,@jessicas55  Clean Me!
0,@tilib I will try. Sorry about market research thing. Didn't know that 2008 bit. 
1,"@davepenny47 Actually, I also thought Mother's Day was May 31st until I was remembered of Pentecost  Uselessly complicated, I would say "
1,@theclimbx3 oh coool. 
0,@AnnaAntell Maybe it's getting all the rain out the way before string orchestra weekend in Oxford!!! I need a nap but kids running round 
0,if you've got a few dollars to spare please consider http://www.unicef.org.nz/page/276/SriLanka.html children in sri lanka are suffering 
0,@jessieCAB get ready for my funeral! 
1,@maynaseric I'm back but I know good night! 
0,My toast has gone cold and I don't want it anymore.  XD
1,@hanamay agree !!! 
1,"@thattalldude Did I say congrats? If not, a belated congrats "
0,"@jamcs I just typed %Temp% and deleted all 397 files in there, ive also cleared my cookies internet browsing history etc, still no sg "
0,@suedeglasto No worries. erm nah i wont b unforch as i wont hav anythin to tweet with  would if i did tho!
1,@gnomeangel http://twitpic.com/5f4j5 - nice! and not all red and scabby like Gavin was  does it have a name?
1,@joeyTWOwheels LOL...hope it doesn't wash it away...looks like a frog floater 
1,"good combo  @imapuffin Food, shower, champagne."
1,@tompegg  thankyou lol
1,Think my english exam actually went well 
