label,text
0,"user just met some1 who is doing what i'd want to do but jus cus he is lucky, he is where he is now "
0,user exactly!  i can't wait till fall either. evil show.  i got chills with the george thing though. yup. 007. 
0,good morning twitter!!!! how are my slowly decreasing followers going? sorry for lack of tweets lately  internet has been stuffed!
1,user wheres greg though 
1,"user you and me both, girlfren.    slep for me!!"
1,after to refresh my country twang side lol going to move for david pop soul side.  i lt;3 country and david archuleta songs
1,user holy sausage! i'm saving this number! is it yours? 
0,user why you stop followin me? 
0,i miss lbbtsg  i also hate that i miss him! the rat bastars!!! shakes fist in air
1,"user tom, i need you here in brazil! when you come again? i heard that you're back in october, is true?  xx"
1,user do you know when exactly in the show tonight that roa will be performing? i can't wait. go roaamp;go constantine 
1,user yes thats always freaking hot  but now it's something different: http
1,"i'm off to bed, been a long day! sweet dreams "
0,"im actually so scared of walking to work atm, its horrible  that rapist is sick and needs to be caught!"
1,http - dinner - the bf cooked tonight! yippee 
0,user omg dont give me that!! i tweeted you and texted you i was in town and you ignored me  no wuv for me
0,user oh no. makes me shake like a crack head 
0,user user no cup holder  but that would be a great addition. in the mean time you use the armrest i guess. 
1,getting some stuff then going home and taking a shower get all this stank off me 
0,i'm sorry but i really don't find it amusing when someone makes a quot;hilariously funnyquot; allegory about rape. time to get offline methinks. 
1,"user more like a peeping jane.  sokay, sometimes ya just got nuttin' to say."
1,herb-crusted grilled fish with garlic-parmesan potatoes  yummay can't wait to dig in!
0,airwillson: got the flu  ...prime example of vulnerability http
1,sunny again tomorrow... how exciting! 
0,user me either. not much. in fact idk if ill even be able to let you pay me at all :s i dont know how good i am at design anymore 
0,user i tried to click the link but it dones't like me 
1,user i think the dude asked me if i wanted to test drive yesterday bc he knew i'd fall in love with the jeep. bastards! 
0,thats unfair 
0,2 more hours. blah blah blah. : radio switched to the rap. 
1,...to have the world! 
0,user lol i tried to get your style for my b day but she did it wrong  lol i had to take dat dowb wit da quickness!
0,user no!  you did it!
0,"user i know miss cod you told me, am still waiting for the drunken ass partially nude pics "
1,user hehehe good for you  you'd be surprised at the tmi stuff i get told everyday ;
0,i refuse to watch conan. i miss jay  is he even being funny?
1,spymaster is a waiting game isnt it?  you just keep on waiting.
1,headed to the flower shop with mom. 
0,just arrived at the gym and all i can think about is chocolate cake. damnit! bad katherine! 
1,"user besides, puppy breaks, and kitty breaks are fun!  even if it's just for to minutes"
1,it took me about a year after to watch the first twilight..but not for quot;new moonquot; booyah! 
1,who are some good people to follow?? any ideas anyone?? 
1,followfridays user user  junkfoodtees user user      cool people 
1,user hehehe...me too 
1,having a break from coursework 
0,user i dun like david archie 
1,"is pretty damned impressed with denny's corporate twitter stream, user and user and user "
0,user i have two chemistry papers on the wednesday as well... i'm revising that atm... but you should probably do hizzo instead. 
0,user omg f u! that's so pretty 
1,user i'm having a drink with dinner .. and its tuesday .. normally i don't but today - iam  .. hope your day is a good one
1,user no she doesnt....just having a rough day. just give firefox some breathing space and will be fine 
1,user hihi cheers coffeeclub 
1,user: o yeah we getting some of that over here to 
1,"on the way home...  i had a great night, "
0,user no!  did you get to see it? they came to one of the theatres here too!
0,"okay windows 7, i know my sound card is ancient, but jeezus.... linux can figure it out, so should you!! "
1,"user yeah, it's usually not too big a stretch. "
0,need to sleep... gotta get up in 5hrs...  good night everybody!!!
0,"user if its a 15, they won't let me do it "
1,user yeah i should go to bed soon  it's 2:23am  you dont have class?
0,user -- hey babez! i need to be there like yesterday.  how are u?
1,it makes me giggle when advisors text 
1,"user divya, thnx a lot. bt imo it won't resolve the renaming prob? let me know.  now if only apple would act upon my feedback."
0,user i know amp; i don't have them 
1,user it's a fun process amp; it gets me away from the computer but is becoming a bigger job than intended... as always 
1,user congratulations   enjoy!!
0,"has so many things to move out. i need someone to drive my car. i have no professional license, yet.  http"
1,quick note...i'm starting to like metro station..not bad or is it.  nightxx
1,happy victoria day to all you canadians. and happy quot;you get a raisequot; day to the assistant! 
1,user m... you reminded me about 'em. fish 'n' chips day dreaming might have to get a portion today... for lunch. 
1,had to pause intervention when my job counselor got here i think she's a former addict. my appointment's over i guess i'll try to sleep. 
1,user http  too funny! watch it sometime 
0,user there are a lot in adelaide that have the handbrake on - it upsets me at times 
0,user it's horrible!!!  http http http http
1,user ellos lovely 
1,user i like 29 it looks cool 
0,the sims 3 needs to be for ps3. 
0,user we havent had one in ages user please. 
0,geez out the precint now gotta sit on my ass for another billi hrs at the e.r  i juss wanna sleep
1,user good night - sweet dreams 
1,user  i think i'm getting too obsessed : - is it a bad thing?
0,"user fantastic!  i took my macbook out there, thinking the sunset would be my muse this evening...  had no signal.  "
1,"user good morning, it's 10:09 here and i am not awake. i'm just pretending.  "
1,"user he's included in that blog made on myspace about ya'll!  i love creativity, positive minds, love and support!"
1,just came back from hm movie 
1,i want a orange soda. to come out of my faucet  - cos i love orange soda. and that is not to be taken in a... http
0,"user gah! i need to get my hands on a copy, no idea of what's happened, uni blocking me at every corner! "
0,user morning honey. i sure do hope that migraine goes away fast.. i dont like it when your hurtin  hugs!
1,user me too!! i'm still trying to decipher one more piece though. 
0,getting ready for work :- 7 - 11 is looking like hell for me .. hwever i shall focus on the money . as i am extremely skint ..   eurgh
0,user that truee haha! i knoww  im sure you can
0,"user i know, i knew that beforehand but i'm throwing it out there again. tina sloan kinda hinted.i just dont want nat to go away. "
0,"user good... but i have to go to work today  oh well... only 6 more months, then no more saturdays!! w00t!!!"
0,user oh oh.. whats wrong i'm getting the one liner answers.. 
1,user lol at twat ... never doubt my english again lol - i who don't speak it 
0,goodmorning... argg too early for me 
0,trying to think of a few video ideas while im studying.. haha not really working out  anybody have any ideas for me? 
1,user  great! thank you 
1,"user hi, glad to see you are following me.i started following you bc i am a rph and us pharmacy people gotta stick together, lol "
1,user you just have to ask     lt;3
1,user so far only we are the only ones to do the bamp;p inspection.  onto our mb to try speed things up 
1,"i am sleepy but i am waiting for people to tweet. hello, user and user ! "
1,"http p!atd and fob fans! check out my pics heaps of pics, collages  stuff, good desktops!  scroll thru em."
0,user agreed...  i hate it 
1,user steven wright is hysterical! 
1,woh....tomorrow is my first day being a senior! 
1,user haha nice . cant wait to see you august 10th first time ever!!  xoxo
1,"going to bed, chillen with shaw 2m and tie dying shirts!  goodnight."
1,user ok. good. 
0,"user blossom? well my little petunia, i have been waiting to days for tapes delivery. can't go out until they arrive. "
0,hey guys. just had a well long bath lol. is anyone elses msn playing up? 
1,user thank you 
0,sad face 
0,user mean! just drove past amp; all the roadsigns are up - so sad i'm not going 
1,user oh yikes! i know what that means for me then! 
0,"user oh okay, wait, lindseys dad is in the er "
0,user they have won their first seat in burnley though 
1,hell yea i'm on a serious power trip right now! beautiful morning  grabbing some starbucks
1,user come back soon 
1,user us artist's are highly trained for such intelligence 
1,user i will be the opposite to 'one of them'...i'll drive them crazy in other ways!! woot woot 
0,"user psh, i wouldn't call you predictable.  you always put yourself down.   stop dat, woman!"
0,ughh.. its too freaking early! i need more sleep. 
1,on that note.....am spending the day with my grandson's.....will be back later tonight.....see you all later.....have a great day 
0,user will start tonight. bored. tired of waiting on darkward. i am breaking up with him 
0,"user i think twitpic hates you, it's still not working "
1,i love that taylor lives on a lake like me 
0,i feel really bad. ive spent no time with my family tonight. 
1,user so true - its half-hearted dementia with a side of psychosis - wanna play a game? 
1,waiting on my beautiful bride and coolcat to get home from a movie.     cool http
0,i hate slow laptops at work  speshly when it's my job to make them quicker. http i hate s.. http
0,"user however, i am not very chuffed that i cannot make it tomorrow for drinks!  bo"
0,"user i can't go today.  give them my love, i'll see you guys soon.  ily!"
1,user cool. i'm inside. 
1,"user haha, good morning, and it kinda is, if the bossman lets us go a little early that'll be cool but i'm not holding my breath "
1,"alright that was fun, just took marley on a quick run "
0,i want to go home : 
1,"hey, everybody! how's everybody doing? "
1,"eating early dinner in front of my user poster. user, what are you doing? "
1,"user you have to go to twitpic.com and upload an image there, it will pop up in your twitter feed "
0,user user  opsie! guess my work has taken away the fun from my life!
1,"reached office again, back to work after gap of for days! will not work for entire day and will be back home in couple of hours. "
0,user wow... such a difficult time for your family.  
0,user you're not bloody wrong. still 15 minutes to go before i even get stuck in the rush hour traffic tho 
1,user lol yeahh lt;3 hope im better  got britney on thursday too  insane!
1,user  and nail polish etc etc roll eyes
1,user i'm also in the netherlands 
1,"user hed just see it and be like wait a minute, is that my drawing? ha ha its not a half bad idea actually "
1,user i told you i stay on twitter hahaha 
1,"i'll be watching the lake house at ten. so if i disappear, you know where i'm off to. "
1,user well thank you  im bout to watch sabrina online i watched my best friends wedding last night instead with the roommate
1,user i remember that 
1,"user oh!  i like architects. i'm in the opposite direction. alaska here, and i work in the hivaids field"
1,user i live right by tom!! maybe i'll see you walking to his through my window.. maybe not lol 
1,user okies we will give it a go.dont tell him.lol 
1,still drinking and i got school tomorrow at 8... ops 
1,"user the cats are annyoing, so you didn't get some rest? xoxo "
1,user how are you? 
0,user i'm sure you'll do fine! i'm sorry he has a fever!  i hope he feels better soon!
1,user lol i know going to bed before 10 pm. i feel so old. have a great night 
1,user hahaha....a shirt? ugh....fine....but pants?  never!!! 
0,user i want you to feel better 
1,i want danny to tweet something. 
1,i heart midnight commander. i still use it as my primary file manager on my freebsd machines and macs 
1,user good luck. man i love yous 
1,back - did you miss me lol or didn't you notice the quiet 
0,i wanna go taylor swift concert in wembley!!!!! and miley in nec but i cant afford miley 
0,"user i'll never let them hurt you , not tonight "
1,"user no problemo  i'm glad i found it tbh, if i didn't, i still wouldn't of heard it now lol "
1,user his wife ramola bachchan iswas a well known socialite! 
1,user i lve jesus and you too. k bye 
1,user be happy that it was just 12 hour. we have it here for 1 hour and they are all weird too 
1,twilight is such a romantic movie  i love it
1,user get 100 followers a day using w.tweeteradder.com once you add everyone you are on the train or pay vip 
1,user your page is loading fine 
0,should i be pointing twhirl at ff? how would i communicate if i did that?? i don't want to have to maintain to windows 
1,i love my family amp; friends bless them all i've got to write a lot of thankyou letters now  x
0,user  clean me!
0,user i will try. sorry about market research thing. didn't know that 2008 bit. 
1,"user actually, i also thought mother's day was may 31st until i was remembered of pentecost  uselessly complicated, i would say "
1,user oh col. 
0,user maybe it's getting all the rain out the way before string orchestra weekend in oxford!!! i need a nap but kids running round 
0,if you've got a few dollars to spare please consider http children in sri lanka are suffering 
0,user get ready for my funeral! 
1,user i'm back but i know good night! 
0,my toast has gone cold and i don't want it anymore.  xd
1,user agree !!! 
1,"user did i say congrats? if not, a belated congrats "
0,"user i just typed temp and deleted all 397 files in there, ive also cleared my cookies internet browsing history etc, still no sg "
0,user no worries. erm nah i wont b unforch as i wont hav anythin to tweet with  would if i did tho!
1,user http - nice! and not all red and scabby like gavin was  does it have a name?
1,user lol...hope it doesn't wash it away...looks like a frog floater 
1,"good combo  user food, shower, champagne."
1,user  thankyou lol
1,think my english exam actually went well 
1,"user yeah, the work hard play hard manifesto needs a 'help a lot' insert "
1,user hardly any homework is streching it a bit but there is 20 years of historie and science more to learn lol  xx
0,user oh... o.o sorry  haha well i know what link you'll never be clicking again.... xd
0,omg just noticed i'm past 300 tweets... i had an awesome idea for what i was going to write for my 300th 
1,"user btw, i hope your arse cheek is ok. "
0,i really love adam lambert but he;s not on twitter!!! 
0,"user sorry to hear that, that is bad news! "
0,i can't believe user quot;the bearquot; is gone! the end of an era 
1,"user yeah i love that song too  and nope not yet, but i'd love to know your name "
0,user me too. obviously heh. im so tired right now. and youtube is currently being faggy and not working properly on my phone 
1,"getting ready to eat some soup  delicious chicken noodle mm mm good! actually, scratch that cause its not campbells, its lipton"
1,user thanks. 
1,still not home from my night out 
0,its chilly n lonley n this livingroom 
1,user lol...but how could i ever get sick of hearing from my fav aussie?  does the happy day off dance
1,user yes oo haha  i hope you'll like the intro  and don't you dare leave me again ; or i'll kick your ass  lmao
0,"user  that really sux!  i wish i could do sumthing for u... :,"
0,either my dog or my sister's dog is going to have to get fixed! her dog keeps trying to hump mine 
1,such a great season finale to dollhouse!  loved it! can't wait for season 2!
0,user aw no.... that'd mean i was pretending   x
1,forgot to address the last tweet to jade. my bad. haha 
1,"user oh no lol just two, one is orange and white and then i have the gray one. i posted a pic on tumblr today. "
1,"user doing quite well, thank you and how's that cool weather "
0,"iphones going, so must i "
0,"user i know. it was not easy to write those words, but i felt under his pressure and frusteration it was natural. "
0,"okay tweople, i need some sleep. such a long and strange day "
1,not looking forward to maths calk tomorrow... but am looking forward to animal crossing with user 
1,user jajajaja!  17 again ;p
1,"user i know it , of course  you seem like you annoyin at me lol am i wrong? d"
1,user yer haha!! it'll be great tonight ; it's supposed to be really good 
0,user i'm turning 35 years old this year... 
1,user  after we  spoke about your  e book   guess who i got followed by immediately  
1,user yeah best laughing fit. best movie too...love that line. it's got some nice one liners. 
0,"user your invited to everything! haha, but i ment you,me,ariel need to do pinkbery. we never get alone time anymore  hahaha"
1,user whoops! as long as you didn't strim the cable whilst in use 
0,user oh sweets... 
1,my name is danny lonestar! its appropriate 
0,user nothing!! still on the jobman hunt. sigh nothing yet  lol
0,anyone else watching the movie on e? wtf is going on there - i am so flipping lost!  timecode
1,user you're right about that - i'm soo picky about how i have my itunes library and ipod set up. 
0,user and it's twice as hard to be motivated to find something to do when your bored. 
1,"user i complete agreement dude, i'm about halfway and it's still trucking "
0,cell is dying  so prolly no more tweets tonight.
0,"user but you guys get lots of rain, no? we have no rain over here. "
0,i'm scared to watch a scary movie by myself  someone cal 
1,user most definitely!! they're my best work!!!! 
1,"user wow, nothing really.... glad you had a. nice time....was oliver good? "
1,i had a fun day today  who wants to do something else this week?
1,user good morning! 
0,user ... i wish i had my sister back. 
0,user uh-oh.  hugs
1,"user hahaha, thats funny "
1,"user hi mr hanson      eric sent me an autograph what a lovely kiddo, hehe.. so can i get your autograph too? please? d?"
1,user i really did  i didn't know anyone who liked true blood until today! haha! i touched stephen's arm  made my day.
1,user yes 
1,i just drank milk out of the carton. 
1,"user lol... i never had it on gba, though i did get the re-release on the ps1. nothing but pure awesome. "
0,"user, oh that's me. "
1,user have fun!! lol  x
1,user: indeed! but it's one advantage of having the older model. glass and metal. solid as a rock. 
0,"ok, since no-one wants to see my paintings i won't be posting them again unless requested to do so . there , happy now are we ? "
0,just woke up and i need to be ready to leave at 8:20 :. im so hungry it actually hurts 
0,"i cant type, so sorry if oyou can sread what i say on msn ore anythign my fingres r lieik popsicles "
1,gonna make tour graphics.. 
1,user omg. you're the only one to give me a serious answer amp; i know it's serious bc i've heard that before. 
0,user was it? i feel more like an evil person that's going to hell for saying it! 
0,boo hoo hoo  got to go to minor injuries hospital to look at my finger. its still bleeding heavily. i dont like hospitals sulks
0,user i second that!  anything wrong in particular?
1,i just got an auto dm that made me smile. 1 in 10k  user assumed i was playing wow and missed his tweet
1,oh my days and exactly nine weeks from today i shall be on my merry way to piccadilly to get a train to hampshire!  
0,"user i hate it when it rains a lot too  we're getting some rain tomorrow during the party, that'll be fun eye roll"
0,damn. just woke up. rushing as i was supposed to be at blodgett in 10 minutes 
1,followfriday user is a genius writer. her books amp; tweets are fantastic reads. she's wonderous! you'll love her. 
1,burning photos of klt's house to a cd for the realtor.     at least i can say they are done right.
1,but its kinda sad tho cause i'll miss everyone.   especially the people close to my heart. 
1,"user well, you know i'm pre good mates with him, and i guess it just rubbed off on me, i'm like, saint like "
0,user sorry abt the back. user turned us on to firefly sweet tea vodka last night. will send you case. 
1,user  i'm just sick of seeing the same cookie-cutter white heterosexual mass-produced idols.  adam's a breath of fresh air.  
1,user at my dad 
1,user hahaha!!! i love that spirit!! well no weird flu!!  medication is killing me until we get a surgery date-but you make me smile!
0,user  clean me!
0,i've managed to send an mms since 3.0 but when i received 1 it was the normal link to o2.co.ukm  i hope this is sorted by the end of 2nyt
1,"user aww, thanks   nothing that a day of sleep won't fix ... madness!"
1,user everytime you quote hot fuzz i want to watch it! sad that i know what you're quoting even when you don't say  hot fuzz rules!!!
1,user you're welcome! user nice work!! 
0,user yer lol x you were well lucky you got like well long wiv them i only got like 2seconds!!  ive put a few up x
0,"user i dont know what my gym even looks like anymore, thats how long it's been since ive gone "
1,"user do not make me envious. i'm bitter already. luckily, no doubt and paramore would make up for it. "
0,can't make the tuesdaytweetup tonight as i'm working til 8 
1,user just pretend you are lol 
1,aw...quot;peter pan and wendy turned out fine...so won't you fly with mequot; 
0,user oh honey. i am so sorry for your mummy  i hope she finds another job really soon nosetap
0,i want to be someone's celebcrush sighs dreamily 
1,user  thanks!
1,wrong! user --- your the skank.  http
